,date,season,year,month,holiday,weekday,workingday,weather,temp,hum,windspeed,casual,registered
254,2018-09-12,summer,0,9,not holiday,Wednesday,workingday,clear,26.418268,69.2174,5.957171,690,4023
255,2018-09-13,summer,0,9,not holiday,Thursday,workingday,clear,26.684153,71.25,9.500868,701,4062
256,2018-09-14,summer,0,9,not holiday,Friday,workingday,clear,27.606653,69.7083,11.2091,647,4138
257,2018-09-15,summer,0,9,not holiday,Saturday,weekend or holiday,cloudy,23.6775,70.9167,18.166782,428,3231
258,2018-09-16,summer,0,9,not holiday,Sunday,weekend or holiday,cloudy,19.235847,59.0417,11.000261,742,4018
259,2018-09-17,summer,0,9,not holiday,Monday,workingday,cloudy,20.158347,71.8333,12.708225,1434,3077
260,2018-09-18,summer,0,9,not holiday,Tuesday,workingday,clear,20.8075,69.5,11.958361,1353,2921
261,2018-09-19,summer,0,9,not holiday,Wednesday,workingday,cloudy,22.515847,69.0,10.166714,691,3848
262,2018-09-20,summer,0,9,not holiday,Thursday,workingday,cloudy,23.028347,88.125,9.041918,438,3203
263,2018-09-21,summer,0,9,not holiday,Friday,workingday,cloudy,24.395,90.0,6.4590814,539,3813
264,2018-09-22,summer,0,9,not holiday,Saturday,weekend or holiday,cloudy,25.761653,90.2083,8.584375,555,4240
265,2018-09-23,autumn,0,9,not holiday,Sunday,weekend or holiday,cloudy,24.975847,97.25,5.2505689,258,2137
266,2018-09-24,autumn,0,9,not holiday,Monday,workingday,cloudy,24.873347,86.25,5.2516811,1776,3647
267,2018-09-25,autumn,0,9,not holiday,Tuesday,workingday,cloudy,26.000847,84.5,3.3754064,1544,3466
268,2018-09-26,autumn,0,9,not holiday,Wednesday,workingday,cloudy,26.615847,84.8333,7.4169,684,3946
269,2018-09-27,autumn,0,9,not holiday,Thursday,workingday,cloudy,26.103347,88.5417,7.917457,477,3643
270,2018-09-28,autumn,0,9,not holiday,Friday,workingday,cloudy,26.035,84.875,9.958143,480,3427
271,2018-09-29,autumn,0,9,not holiday,Saturday,weekend or holiday,clear,25.283347,69.9167,11.583161,653,4186
272,2018-09-30,autumn,0,9,not holiday,Sunday,weekend or holiday,clear,23.130847,64.75,13.833825,830,4372
273,2018-10-01,autumn,0,10,not holiday,Monday,workingday,cloudy,16.81,75.375,19.583832,480,1949
274,2018-10-02,autumn,0,10,not holiday,Tuesday,workingday,cloudy,14.623347,79.1667,14.874871,616,2302
275,2018-10-03,autumn,0,10,not holiday,Wednesday,workingday,cloudy,15.750847,76.0833,5.5841686,330,3240
276,2018-10-04,autumn,0,10,not holiday,Thursday,workingday,clear,19.850847,71.0,13.792218,486,3970
277,2018-10-05,autumn,0,10,not holiday,Friday,workingday,clear,22.071653,64.7917,11.87575,559,4267
278,2018-10-06,autumn,0,10,not holiday,Saturday,weekend or holiday,clear,20.260847,62.0833,9.041918,639,4126
279,2018-10-07,autumn,0,10,not holiday,Sunday,weekend or holiday,clear,20.944153,68.4167,1.5002439,949,4036
280,2018-10-08,autumn,0,10,holiday,Monday,weekend or holiday,clear,21.388347,70.125,3.0420814,2235,3174
281,2018-10-09,autumn,0,10,not holiday,Tuesday,workingday,clear,22.174153,72.75,4.25115,2397,3114
282,2018-10-10,autumn,0,10,not holiday,Wednesday,workingday,clear,23.404153,73.375,2.8343814,1514,3603
283,2018-10-11,autumn,0,10,not holiday,Thursday,workingday,cloudy,23.233347,80.875,9.583814,667,3896
284,2018-10-12,autumn,0,10,not holiday,Friday,workingday,stormy,22.276653,90.625,16.62605,217,2199
285,2018-10-13,autumn,0,10,not holiday,Saturday,weekend or holiday,cloudy,24.155847,89.6667,9.499729,290,2623
286,2018-10-14,autumn,0,10,not holiday,Sunday,weekend or holiday,cloudy,22.584153,71.625,15.000161,529,3115
287,2018-10-15,autumn,0,10,not holiday,Monday,workingday,clear,20.773347,48.3333,17.291561,1899,3318
288,2018-10-16,autumn,0,10,not holiday,Tuesday,workingday,clear,20.978347,48.6667,18.875039,1748,3293
289,2018-10-17,autumn,0,10,not holiday,Wednesday,workingday,clear,21.900847,57.9583,11.750393,713,3857
290,2018-10-18,autumn,0,10,not holiday,Thursday,workingday,cloudy,21.8325,70.1667,7.375829,637,4111
291,2018-10-19,autumn,0,10,not holiday,Friday,workingday,stormy,22.211299,89.5217,16.303713,254,2170
292,2018-10-20,autumn,0,10,not holiday,Saturday,weekend or holiday,clear,19.509153,63.625,28.292425,471,3724
293,2018-10-21,autumn,0,10,not holiday,Sunday,weekend or holiday,clear,17.5275,57.4167,14.833532,676,3628
294,2018-10-22,autumn,0,10,not holiday,Monday,workingday,clear,17.3225,62.9167,6.2086689,1499,2809
295,2018-10-23,autumn,0,10,not holiday,Tuesday,workingday,clear,17.288347,74.125,6.6673375,1619,2762
296,2018-10-24,autumn,0,10,not holiday,Wednesday,workingday,clear,18.996653,77.2083,7.959064,699,3488
297,2018-10-25,autumn,0,10,not holiday,Thursday,workingday,clear,19.338347,62.2917,11.166086,695,3992
298,2018-10-26,autumn,0,10,not holiday,Friday,workingday,cloudy,19.850847,72.0417,9.959014,404,3490
299,2018-10-27,autumn,0,10,not holiday,Saturday,weekend or holiday,cloudy,19.27,81.2917,13.250121,240,2419
300,2018-10-28,autumn,0,10,not holiday,Sunday,weekend or holiday,cloudy,13.564153,58.5833,15.375093,456,3291
301,2018-10-29,autumn,0,10,not holiday,Monday,workingday,stormy,10.420847,88.25,23.541857,57,570
302,2018-10-30,autumn,0,10,not holiday,Tuesday,workingday,clear,13.085847,62.375,11.833339,885,2446
303,2018-10-31,autumn,0,10,not holiday,Wednesday,workingday,clear,13.94,70.3333,7.12545,362,3307
304,2018-11-01,autumn,0,11,not holiday,Thursday,workingday,clear,16.434153,68.375,9.083257,410,3658
305,2018-11-02,autumn,0,11,not holiday,Friday,workingday,clear,15.4775,71.875,5.5001439,370,3816
306,2018-11-03,autumn,0,11,not holiday,Saturday,weekend or holiday,clear,16.741653,70.2083,9.166739,318,3656
307,2018-11-04,autumn,0,11,not holiday,Sunday,weekend or holiday,cloudy,16.536653,62.25,18.209193,470,3576
308,2018-11-05,autumn,0,11,not holiday,Monday,workingday,clear,13.393347,51.9167,12.667154,1156,2770
309,2018-11-06,autumn,0,11,not holiday,Tuesday,workingday,clear,14.281653,73.4583,6.1676314,952,2697
310,2018-11-07,autumn,0,11,not holiday,Wednesday,workingday,clear,16.195,75.875,3.834075,373,3662
311,2018-11-08,autumn,0,11,not holiday,Thursday,workingday,clear,16.741653,72.1667,4.6255125,376,3829
312,2018-11-09,autumn,0,11,not holiday,Friday,workingday,clear,16.4,75.8333,4.1671186,305,3804
313,2018-11-10,autumn,0,11,not holiday,Saturday,weekend or holiday,cloudy,15.58,81.3333,12.667489,190,2743
314,2018-11-11,autumn,0,11,not holiday,Sunday,weekend or holiday,clear,13.290847,44.625,21.083225,440,2928
315,2018-11-12,autumn,0,11,holiday,Monday,weekend or holiday,clear,14.623347,55.2917,14.208154,1275,2792
316,2018-11-13,autumn,0,11,not holiday,Tuesday,workingday,clear,18.074153,45.8333,18.875307,1004,2713
317,2018-11-14,autumn,0,11,not holiday,Wednesday,workingday,clear,21.73,58.7083,20.541932,595,3891
318,2018-11-15,autumn,0,11,not holiday,Thursday,workingday,cloudy,21.73,68.875,13.375411,449,3746
319,2018-11-16,autumn,0,11,not holiday,Friday,workingday,stormy,18.723347,93.0,9.167543,145,1672
320,2018-11-17,autumn,0,11,not holiday,Saturday,weekend or holiday,cloudy,14.008347,57.5833,20.459254,139,2914
321,2018-11-18,autumn,0,11,not holiday,Sunday,weekend or holiday,clear,11.240847,41.0,11.291711,245,3147
322,2018-11-19,autumn,0,11,not holiday,Monday,workingday,clear,13.495847,50.2083,15.041232,943,2720
323,2018-11-20,autumn,0,11,not holiday,Tuesday,workingday,cloudy,18.996653,68.4583,12.45865,787,2733
324,2018-11-21,autumn,0,11,not holiday,Wednesday,workingday,stormy,18.3475,91.0,9.249618,220,2545
325,2018-11-22,autumn,0,11,holiday,Thursday,weekend or holiday,stormy,17.083347,96.25,7.959064,69,1538
326,2018-11-23,autumn,0,11,not holiday,Friday,workingday,cloudy,18.074153,75.7917,22.500275,112,2454
327,2018-11-24,autumn,0,11,not holiday,Saturday,weekend or holiday,clear,15.306653,54.9167,11.209368,560,935
328,2018-11-25,autumn,0,11,not holiday,Sunday,weekend or holiday,clear,15.375,64.375,6.6260186,1095,1697
329,2018-11-26,autumn,0,11,not holiday,Monday,workingday,clear,15.409153,68.1667,4.5841936,1249,1819
330,2018-11-27,autumn,0,11,not holiday,Tuesday,workingday,clear,18.825847,69.8333,13.999918,810,2261
331,2018-11-28,autumn,0,11,not holiday,Wednesday,workingday,clear,20.642598,74.3043,9.522174,253,3614
332,2018-11-29,autumn,0,11,not holiday,Thursday,workingday,cloudy,18.791653,83.0833,17.292164,96,2818
333,2018-11-30,autumn,0,11,not holiday,Friday,workingday,clear,13.325,61.3333,18.167586,188,3425
334,2018-12-01,autumn,0,12,not holiday,Saturday,weekend or holiday,clear,12.8125,52.4583,14.750586,182,3545
335,2018-12-02,autumn,0,12,not holiday,Sunday,weekend or holiday,clear,12.880847,62.5833,6.750518,268,3672
336,2018-12-03,autumn,0,12,not holiday,Monday,workingday,clear,12.265847,61.2917,6.4174811,706,2908
337,2018-12-04,autumn,0,12,not holiday,Tuesday,workingday,clear,13.564153,77.5833,5.6252061,634,2851
338,2018-12-05,autumn,0,12,not holiday,Wednesday,workingday,cloudy,15.819153,82.7083,4.1679561,233,3578
339,2018-12-06,autumn,0,12,not holiday,Thursday,workingday,stormy,18.9625,94.9583,15.583061,126,2468
340,2018-12-07,autumn,0,12,not holiday,Friday,workingday,stormy,16.81,97.0417,17.833725,50,655
341,2018-12-08,autumn,0,12,not holiday,Saturday,weekend or holiday,clear,10.899153,58.0,16.083886,150,3172
342,2018-12-09,autumn,0,12,not holiday,Sunday,weekend or holiday,clear,11.924153,69.5833,5.5420189,261,3359
343,2018-12-10,autumn,0,12,not holiday,Monday,workingday,clear,11.275,50.75,15.625807,502,2688
344,2018-12-11,autumn,0,12,not holiday,Tuesday,workingday,clear,9.054153,49.0,4.4582939,377,2366
345,2018-12-12,autumn,0,12,not holiday,Wednesday,workingday,clear,9.771653,67.0833,4.25115,143,3167
346,2018-12-13,autumn,0,12,not holiday,Thursday,workingday,clear,11.5825,59.0,9.41685,155,3368
347,2018-12-14,autumn,0,12,not holiday,Friday,workingday,cloudy,13.0175,66.375,4.0842061,178,3562
348,2018-12-15,autumn,0,12,not holiday,Saturday,weekend or holiday,cloudy,17.3225,63.4167,17.958814,181,3528
349,2018-12-16,autumn,0,12,not holiday,Sunday,weekend or holiday,cloudy,15.375,50.0417,17.458525,178,3399
350,2018-12-17,autumn,0,12,not holiday,Monday,workingday,cloudy,10.591653,56.0833,16.292189,275,2464
351,2018-12-18,autumn,0,12,not holiday,Tuesday,workingday,clear,9.771653,58.625,11.375193,220,2211
352,2018-12-19,autumn,0,12,not holiday,Wednesday,workingday,clear,11.343347,63.75,11.584032,260,3143
353,2018-12-20,autumn,0,12,not holiday,Thursday,workingday,cloudy,15.819153,59.5417,4.1252436,216,3534
354,2018-12-21,autumn,0,12,not holiday,Friday,workingday,cloudy,17.561653,85.8333,14.8338,107,2553
355,2018-12-22,winter,0,12,not holiday,Saturday,weekend or holiday,cloudy,17.356653,75.75,3.167425,227,2841
356,2018-12-23,winter,0,12,not holiday,Sunday,weekend or holiday,clear,15.306653,68.625,18.374482,163,2046
357,2018-12-24,winter,0,12,not holiday,Monday,workingday,clear,12.4025,54.25,12.750368,155,856
358,2018-12-25,winter,0,12,holiday,Tuesday,weekend or holiday,clear,11.266103,68.1304,10.391097,303,451
359,2018-12-26,winter,0,12,not holiday,Wednesday,workingday,clear,13.191299,50.6957,16.044155,430,887
360,2018-12-27,winter,0,12,not holiday,Thursday,workingday,cloudy,13.325,76.25,12.62615,103,1059
361,2018-12-28,winter,0,12,not holiday,Friday,workingday,clear,12.26433,50.3913,19.695387,255,2047
362,2018-12-29,winter,0,12,not holiday,Saturday,weekend or holiday,clear,10.181653,57.4167,8.000604,254,2169
363,2018-12-30,winter,0,12,not holiday,Sunday,weekend or holiday,clear,12.778347,63.6667,9.000579,491,2508
364,2018-12-31,winter,0,12,not holiday,Monday,workingday,clear,16.81,61.5833,14.750318,665,1820
365,2019-01-01,winter,1,1,holiday,Tuesday,weekend or holiday,clear,15.17,69.25,12.875189,686,1608
366,2019-01-02,winter,1,1,not holiday,Wednesday,workingday,clear,11.194763,38.1304,22.087555,244,1707
367,2019-01-03,winter,1,1,not holiday,Thursday,workingday,clear,6.15,44.125,24.499957,89,2147
368,2019-01-04,winter,1,1,not holiday,Friday,workingday,cloudy,4.4075,41.4583,12.3749,95,2273
369,2019-01-05,winter,1,1,not holiday,Saturday,weekend or holiday,clear,10.899153,52.4167,8.709129,140,3132
370,2019-01-06,winter,1,1,not holiday,Sunday,weekend or holiday,clear,13.700847,54.2083,11.249836,307,3791
371,2019-01-07,winter,1,1,not holiday,Monday,workingday,clear,16.126653,53.1667,11.708786,1070,3451
372,2019-01-08,winter,1,1,not holiday,Tuesday,workingday,clear,13.8375,46.5,12.833314,599,2826
373,2019-01-09,winter,1,1,not holiday,Wednesday,workingday,cloudy,9.190847,70.1667,6.6263,106,2270
374,2019-01-10,winter,1,1,not holiday,Thursday,workingday,clear,12.656536,64.6522,12.565984,173,3425
375,2019-01-11,winter,1,1,not holiday,Friday,workingday,cloudy,11.240847,84.75,8.791807,92,2085
376,2019-01-12,winter,1,1,not holiday,Saturday,weekend or holiday,cloudy,15.6825,80.2917,12.124789,269,3828
377,2019-01-13,winter,1,1,not holiday,Sunday,weekend or holiday,clear,11.240847,50.75,25.333236,174,3040
378,2019-01-14,winter,1,1,not holiday,Monday,workingday,clear,7.38,45.75,12.541261,333,2160
379,2019-01-15,winter,1,1,not holiday,Tuesday,workingday,clear,6.833347,41.9167,16.834286,284,2027
380,2019-01-16,winter,1,1,not holiday,Wednesday,workingday,clear,7.79,52.25,15.500986,217,2081
381,2019-01-17,winter,1,1,not holiday,Thursday,workingday,cloudy,15.294763,71.6087,23.39171,127,2808
382,2019-01-18,winter,1,1,not holiday,Friday,workingday,clear,12.436653,44.3333,27.833743,109,3267
383,2019-01-19,winter,1,1,not holiday,Saturday,weekend or holiday,clear,7.79,49.75,14.750586,130,3162
384,2019-01-20,winter,1,1,not holiday,Sunday,weekend or holiday,cloudy,8.9175,45.0,13.58425,115,3048
385,2019-01-21,winter,1,1,holiday,Monday,weekend or holiday,cloudy,7.106653,83.125,14.917014,67,1234
386,2019-01-22,winter,1,1,not holiday,Tuesday,workingday,cloudy,6.6625,79.625,13.375746,196,1781
387,2019-01-23,winter,1,1,not holiday,Wednesday,workingday,cloudy,8.951653,91.125,7.417436,145,2287
388,2019-01-24,winter,1,1,not holiday,Thursday,workingday,clear,14.0425,83.5833,8.292389,439,3900
389,2019-01-25,winter,1,1,not holiday,Friday,workingday,clear,12.060847,64.375,10.791757,467,3803
390,2019-01-26,winter,1,1,not holiday,Saturday,weekend or holiday,cloudy,14.008347,76.9583,4.9175186,244,3831
391,2019-01-27,winter,1,1,not holiday,Sunday,weekend or holiday,cloudy,17.425,74.125,22.958689,269,3187
392,2019-01-28,winter,1,1,not holiday,Monday,workingday,clear,12.949153,54.3333,14.125543,775,3248
393,2019-01-29,winter,1,1,not holiday,Tuesday,workingday,clear,11.5825,31.125,16.08335,558,2685
394,2019-01-30,winter,1,1,not holiday,Wednesday,workingday,clear,11.035847,40.0833,14.458064,126,3498
395,2019-01-31,winter,1,1,not holiday,Thursday,workingday,clear,15.99,41.6667,17.541739,324,4185
396,2019-02-01,winter,1,2,not holiday,Friday,workingday,clear,19.235847,50.7917,12.667489,304,4275
397,2019-02-02,winter,1,2,not holiday,Saturday,weekend or holiday,cloudy,16.365847,67.2917,12.541529,190,3571
398,2019-02-03,winter,1,2,not holiday,Sunday,weekend or holiday,clear,12.846653,52.6667,11.959232,310,3841
399,2019-02-04,winter,1,2,not holiday,Monday,workingday,cloudy,10.830847,77.9583,8.167032,384,2448
400,2019-02-05,winter,1,2,not holiday,Tuesday,workingday,cloudy,10.899153,68.7917,11.791732,318,2629
401,2019-02-06,winter,1,2,not holiday,Wednesday,workingday,clear,11.586969,62.2174,10.3046,206,3578
402,2019-02-07,winter,1,2,not holiday,Thursday,workingday,clear,14.520847,49.625,9.874393,199,4176
403,2019-02-08,winter,1,2,not holiday,Friday,workingday,cloudy,10.523347,72.2917,8.959307,109,2693
404,2019-02-09,winter,1,2,not holiday,Saturday,weekend or holiday,clear,10.865,56.2083,13.000479,163,3667
405,2019-02-10,winter,1,2,not holiday,Sunday,weekend or holiday,cloudy,11.514153,54.0,7.834243,227,3604
406,2019-02-11,winter,1,2,not holiday,Monday,workingday,stormy,9.190847,73.125,19.416332,192,1977
407,2019-02-12,winter,1,2,not holiday,Tuesday,workingday,clear,5.2275,46.4583,27.417204,73,1456
408,2019-02-13,winter,1,2,not holiday,Wednesday,workingday,clear,9.1225,41.125,11.207961,94,3328
409,2019-02-14,winter,1,2,not holiday,Thursday,workingday,cloudy,13.085847,50.875,9.458993,135,3787
410,2019-02-15,winter,1,2,not holiday,Friday,workingday,clear,14.281653,53.125,12.1672,141,4028
411,2019-02-16,winter,1,2,not holiday,Saturday,weekend or holiday,cloudy,12.983347,75.2917,6.125475,74,2931
412,2019-02-17,winter,1,2,not holiday,Sunday,weekend or holiday,clear,14.076653,63.4583,13.791682,349,3805
413,2019-02-18,winter,1,2,holiday,Monday,weekend or holiday,clear,14.213347,53.4583,12.792243,1435,2883
414,2019-02-19,winter,1,2,not holiday,Tuesday,workingday,cloudy,11.48,51.5833,16.958504,618,2071
415,2019-02-20,winter,1,2,not holiday,Wednesday,workingday,clear,11.48,50.7826,15.348561,502,2627
416,2019-02-21,winter,1,2,not holiday,Thursday,workingday,clear,11.800866,59.4348,13.783039,163,3614
417,2019-02-22,winter,1,2,not holiday,Friday,workingday,clear,16.229153,56.7917,15.709557,394,4379
418,2019-02-23,winter,1,2,not holiday,Saturday,weekend or holiday,clear,18.620847,55.4583,12.791171,516,4546
419,2019-02-24,winter,1,2,not holiday,Sunday,weekend or holiday,cloudy,16.7075,73.75,15.916989,246,3241
420,2019-02-25,winter,1,2,not holiday,Monday,workingday,clear,11.924153,39.5833,28.250014,317,2415
421,2019-02-26,winter,1,2,not holiday,Tuesday,workingday,clear,11.445847,41.0,13.750343,515,2874
422,2019-02-27,winter,1,2,not holiday,Wednesday,workingday,clear,15.033347,49.0833,17.958211,253,4069
423,2019-02-28,winter,1,2,not holiday,Thursday,workingday,clear,14.725847,39.5833,12.958939,229,4134
424,2019-03-01,winter,1,3,not holiday,Friday,workingday,clear,19.919153,61.5417,15.208129,325,4665
425,2019-03-02,winter,1,3,not holiday,Saturday,weekend or holiday,cloudy,14.486653,65.7083,9.708568,246,2948
426,2019-03-03,winter,1,3,not holiday,Sunday,weekend or holiday,cloudy,16.980847,62.125,10.792293,956,3110
427,2019-03-04,winter,1,3,not holiday,Monday,workingday,clear,13.359153,40.3333,22.416257,710,2713
428,2019-03-05,winter,1,3,not holiday,Tuesday,workingday,clear,9.976653,50.625,15.333486,203,3130
429,2019-03-06,winter,1,3,not holiday,Wednesday,workingday,clear,10.591653,45.6667,13.458625,221,3735
430,2019-03-07,winter,1,3,not holiday,Thursday,workingday,clear,16.570847,51.3333,23.167193,432,4484
431,2019-03-08,winter,1,3,not holiday,Friday,workingday,clear,21.6275,56.75,29.584721,486,4896
432,2019-03-09,winter,1,3,not holiday,Saturday,weekend or holiday,cloudy,16.844153,40.7083,27.7916,447,4122
433,2019-03-10,winter,1,3,not holiday,Sunday,weekend or holiday,clear,11.7875,35.0417,15.12525,968,3150
434,2019-03-11,winter,1,3,not holiday,Monday,workingday,clear,14.831299,47.6957,14.913329,1658,3253
435,2019-03-12,winter,1,3,not holiday,Tuesday,workingday,clear,19.133347,48.9167,13.916771,838,4460
436,2019-03-13,winter,1,3,not holiday,Wednesday,workingday,clear,23.165,61.75,15.87565,762,5085
437,2019-03-14,winter,1,3,not holiday,Thursday,workingday,clear,23.4725,50.7083,7.709154,997,5315
438,2019-03-15,winter,1,3,not holiday,Friday,workingday,clear,22.8575,57.9583,10.042161,1005,5187
439,2019-03-16,winter,1,3,not holiday,Saturday,weekend or holiday,cloudy,17.869153,84.2083,7.583864,548,3830
440,2019-03-17,winter,1,3,not holiday,Sunday,weekend or holiday,cloudy,21.080847,75.5833,7.417168,3155,4681
441,2019-03-18,winter,1,3,not holiday,Monday,workingday,cloudy,19.3725,81.0,8.501161,2207,3685
442,2019-03-19,winter,1,3,not holiday,Tuesday,workingday,clear,22.345,72.875,10.875239,982,5171
443,2019-03-20,winter,1,3,not holiday,Wednesday,workingday,clear,22.994153,80.7917,8.125157,1051,5042
444,2019-03-21,spring,1,3,not holiday,Thursday,workingday,cloudy,21.798347,82.125,6.0004061,1122,5108
445,2019-03-22,spring,1,3,not holiday,Friday,workingday,clear,22.720847,83.125,7.876654,1334,5537
446,2019-03-23,spring,1,3,not holiday,Saturday,weekend or holiday,cloudy,24.668347,69.4167,7.7921,2469,5893
447,2019-03-24,spring,1,3,not holiday,Sunday,weekend or holiday,cloudy,20.6025,88.5417,12.916461,1033,2339
448,2019-03-25,spring,1,3,not holiday,Monday,workingday,cloudy,17.9375,88.0833,14.791925,1532,3464
449,2019-03-26,spring,1,3,not holiday,Tuesday,workingday,clear,18.279153,47.7917,25.917007,795,4763
450,2019-03-27,spring,1,3,not holiday,Wednesday,workingday,clear,13.256653,29.0,12.541864,531,4571
451,2019-03-28,spring,1,3,not holiday,Thursday,workingday,clear,19.850847,48.125,19.541957,674,5024
452,2019-03-29,spring,1,3,not holiday,Friday,workingday,clear,20.260847,43.9167,21.41655,834,5299
453,2019-03-30,spring,1,3,not holiday,Saturday,weekend or holiday,cloudy,15.17,58.0833,9.250489,796,4663
454,2019-03-31,spring,1,3,not holiday,Sunday,weekend or holiday,cloudy,17.390847,73.8333,16.791339,2301,3934
455,2019-04-01,spring,1,4,not holiday,Monday,workingday,cloudy,17.459153,67.625,11.541889,2347,3694
456,2019-04-02,spring,1,4,not holiday,Tuesday,workingday,clear,17.790433,50.4348,20.913313,1208,4728
457,2019-04-03,spring,1,4,not holiday,Wednesday,workingday,clear,19.133347,39.6667,6.708911,1348,5424
458,2019-04-04,spring,1,4,not holiday,Thursday,workingday,clear,22.208347,46.9583,12.125325,1058,5378
459,2019-04-05,spring,1,4,not holiday,Friday,workingday,clear,17.835,37.4167,14.708443,1192,5265
460,2019-04-06,spring,1,4,not holiday,Saturday,weekend or holiday,clear,16.536653,37.7083,20.125996,1807,4653
461,2019-04-07,spring,1,4,not holiday,Sunday,weekend or holiday,clear,17.9375,25.4167,18.416357,3252,3605
462,2019-04-08,spring,1,4,not holiday,Monday,workingday,clear,20.5,27.5833,15.583932,2230,2939
463,2019-04-09,spring,1,4,not holiday,Tuesday,workingday,clear,20.055847,31.75,23.999132,905,4680
464,2019-04-10,spring,1,4,not holiday,Wednesday,workingday,clear,18.313347,43.5,16.708125,819,5099
465,2019-04-11,spring,1,4,not holiday,Thursday,workingday,clear,14.296536,46.9565,19.783358,482,4380
466,2019-04-12,spring,1,4,not holiday,Friday,workingday,clear,16.2975,46.625,19.458743,663,4746
467,2019-04-13,spring,1,4,not holiday,Saturday,weekend or holiday,clear,18.1425,40.8333,10.416557,1252,5146
468,2019-04-14,spring,1,4,not holiday,Sunday,weekend or holiday,clear,20.295,50.2917,12.791439,2795,4665
469,2019-04-15,spring,1,4,not holiday,Monday,workingday,clear,24.873347,50.7917,15.083643,2846,4286
470,2019-04-16,spring,1,4,holiday,Tuesday,weekend or holiday,clear,27.230847,56.1667,19.083543,1198,5172
471,2019-04-17,spring,1,4,not holiday,Wednesday,workingday,clear,24.941653,39.0417,18.333143,989,5702
472,2019-04-18,spring,1,4,not holiday,Thursday,workingday,cloudy,18.996653,56.9167,11.250104,347,4020
473,2019-04-19,spring,1,4,not holiday,Friday,workingday,clear,20.431653,61.25,4.4172564,846,5719
474,2019-04-20,spring,1,4,not holiday,Saturday,weekend or holiday,clear,21.593347,69.4583,10.041357,1340,5950
475,2019-04-21,spring,1,4,not holiday,Sunday,weekend or holiday,clear,23.37,68.2917,19.000329,2541,4083
476,2019-04-22,spring,1,4,not holiday,Monday,workingday,stormy,16.263347,83.5417,23.084582,120,907
477,2019-04-23,spring,1,4,not holiday,Tuesday,workingday,cloudy,13.188347,76.6667,20.334232,195,3019
478,2019-04-24,spring,1,4,not holiday,Wednesday,workingday,clear,16.946653,45.4167,16.708661,518,5115
479,2019-04-25,spring,1,4,not holiday,Thursday,workingday,clear,19.543347,42.7917,7.959064,655,5541
480,2019-04-26,spring,1,4,not holiday,Friday,workingday,cloudy,20.431653,75.6667,11.833875,475,4551
481,2019-04-27,spring,1,4,not holiday,Saturday,weekend or holiday,clear,18.7575,40.0833,23.291411,1014,5219
482,2019-04-28,spring,1,4,not holiday,Sunday,weekend or holiday,cloudy,15.443347,48.9583,8.708325,1120,3100
483,2019-04-29,spring,1,4,not holiday,Monday,workingday,clear,18.791653,58.7083,7.832836,2229,4075
484,2019-04-30,spring,1,4,not holiday,Tuesday,workingday,cloudy,19.030847,57.0,11.499746,665,4907
485,2019-05-01,spring,1,5,not holiday,Wednesday,workingday,cloudy,25.146653,65.9583,10.458432,653,5087
486,2019-05-02,spring,1,5,not holiday,Thursday,workingday,clear,23.130847,79.7083,9.249886,667,5502
487,2019-05-03,spring,1,5,not holiday,Friday,workingday,cloudy,22.96,76.8333,8.957632,764,5657
488,2019-05-04,spring,1,5,not holiday,Saturday,weekend or holiday,clear,25.7275,73.5417,10.916846,1069,5227
489,2019-05-05,spring,1,5,not holiday,Sunday,weekend or holiday,cloudy,25.488347,75.6667,10.250464,2496,4387
490,2019-05-06,spring,1,5,not holiday,Monday,workingday,cloudy,23.0625,74.0,10.041893,2135,4224
491,2019-05-07,spring,1,5,not holiday,Tuesday,workingday,cloudy,22.0375,66.4167,15.458307,1008,5265
492,2019-05-08,spring,1,5,not holiday,Wednesday,workingday,cloudy,23.848347,68.5833,19.833943,738,4990
493,2019-05-09,spring,1,5,not holiday,Thursday,workingday,cloudy,23.575,74.4167,14.499604,620,4097
494,2019-05-10,spring,1,5,not holiday,Friday,workingday,clear,20.739153,55.2083,21.042221,1026,5546
495,2019-05-11,spring,1,5,not holiday,Saturday,weekend or holiday,clear,21.866653,36.0417,15.874779,1319,5711
496,2019-05-12,spring,1,5,not holiday,Sunday,weekend or holiday,clear,23.130847,48.0417,8.249911,2622,4807
497,2019-05-13,spring,1,5,not holiday,Monday,workingday,clear,25.1125,57.625,15.082839,2172,3946
498,2019-05-14,spring,1,5,not holiday,Tuesday,workingday,cloudy,23.506653,78.9583,14.250364,342,2501
499,2019-05-15,spring,1,5,not holiday,Wednesday,workingday,cloudy,25.078347,79.4583,9.875264,625,4490
500,2019-05-16,spring,1,5,not holiday,Thursday,workingday,clear,26.103347,69.7917,8.208304,991,6433
501,2019-05-17,spring,1,5,not holiday,Friday,workingday,clear,24.326653,52.0,15.374825,1242,6142
502,2019-05-18,spring,1,5,not holiday,Saturday,weekend or holiday,clear,23.130847,52.3333,9.166739,1521,6118
503,2019-05-19,spring,1,5,not holiday,Sunday,weekend or holiday,clear,24.6,45.625,5.626325,3410,4884
504,2019-05-20,spring,1,5,not holiday,Monday,workingday,clear,25.454153,53.0417,17.042589,2704,4425
505,2019-05-21,spring,1,5,not holiday,Tuesday,workingday,cloudy,24.531653,81.125,15.624668,630,3729
506,2019-05-22,spring,1,5,not holiday,Wednesday,workingday,cloudy,25.215,76.5833,7.917189,819,5254
